;filename;len_in_sec;sr;num_hops;OVRL_raw;SIG_raw;BAK_raw;OVRL;SIG;BAK;P808_MOS
1080;/Users/marius/Documents/Uni/TU_Berlin_Master/Masterarbeit/Data/allFiles/voicefixerOutput/f10_script2_iphone_balcony1_voicefixer.wav;181.037625;16000;172;3.5771484;3.7737253;4.334166;3.166897716796051;3.4123309781709934;4.10189913030767;3.7134871
1081;/Users/marius/Documents/Uni/TU_Berlin_Master/Masterarbeit/Data/allFiles/voicefixerOutput/f2_script5_ipad_office1_voicefixer.wav;157.7105;16000;148;3.2755077;3.622313;3.9188542;2.9662459542221535;3.3195709132821625;3.8632748377456165;3.8358994
1082;/Users/marius/Documents/Uni/TU_Berlin_Master/Masterarbeit/Data/allFiles/voicefixerOutput/f4_script1_iphone_bedroom1_voicefixer.wav;159.7529375;16000;150;3.6241379;3.8540275;4.2941504;3.197002695183065;3.4599333281506586;4.082703973894455;3.7929435
1083;/Users/marius/Documents/Uni/TU_Berlin_Master/Masterarbeit/Data/allFiles/voicefixerOutput/m4_script4_ipad_office2_voicefixer.wav;136.5264375;16000;127;3.503229;3.7776363;4.1768646;3.1209972407251536;3.4164219691533617;4.022891310962376;3.8287687
1084;/Users/marius/Documents/Uni/TU_Berlin_Master/Masterarbeit/Data/allFiles/voicefixerOutput/m8_script3_ipad_confroom2_voicefixer.wav;178.5275;16000;169;3.693651;3.900347;4.376809;3.2414366319030448;3.4875313380594433;4.123082694536312;3.8685179
1085;/Users/marius/Documents/Uni/TU_Berlin_Master/Masterarbeit/Data/allFiles/voicefixerOutput/m7_script1_iphone_livingroom1_voicefixer.wav;152.996625;16000;143;3.6449943;3.8727124;4.3054094;3.2097682623697055;3.470421535154251;4.087105354906071;3.9255857
1086;/Users/marius/Documents/Uni/TU_Berlin_Master/Masterarbeit/Data/allFiles/voicefixerOutput/m2_script5_ipad_bedroom1_voicefixer.wav;155.031875;16000;146;3.6108956;3.8396776;4.310223;3.1884859268905763;3.451781910875343;4.088785662174168;3.7309334
1087;/Users/marius/Documents/Uni/TU_Berlin_Master/Masterarbeit/Data/allFiles/voicefixerOutput/m5_script3_ipadflat_office1_voicefixer.wav;179.0321875;16000;170;3.5205922;3.7931354;4.2497735;3.129735918577061;3.4234289516768985;4.055035963589858;4.05127
1088;/Users/marius/Documents/Uni/TU_Berlin_Master/Masterarbeit/Data/allFiles/voicefixerOutput/f4_script4_ipad_balcony1_voicefixer.wav;134.161875;16000;125;3.56546;3.7953525;4.2218404;3.161085223748939;3.427221817522376;4.046364045285613;3.7762513
1089;/Users/marius/Documents/Uni/TU_Berlin_Master/Masterarbeit/Data/allFiles/voicefixerOutput/f4_script1_ipad_office1_voicefixer.wav;159.7529375;16000;150;3.5225475;3.7958283;4.166871;3.1318213767180505;3.4251978250173427;4.015792902936173;3.7812476
1090;/Users/marius/Documents/Uni/TU_Berlin_Master/Masterarbeit/Data/allFiles/voicefixerOutput/f9_script5_iphone_bedroom1_voicefixer.wav;141.3241875;16000;132;3.6418939;3.851475;4.3412423;3.2089612526980984;3.459769142483914;4.104365529341682;3.8221536
1091;/Users/marius/Documents/Uni/TU_Berlin_Master/Masterarbeit/Data/allFiles/voicefixerOutput/f4_script4_ipad_confroom2_voicefixer.wav;134.161875;16000;125;3.6785636;3.9346342;4.2254734;3.2300034903498758;3.50536390320714;4.046882863829817;3.8447065
1092;/Users/marius/Documents/Uni/TU_Berlin_Master/Masterarbeit/Data/allFiles/voicefixerOutput/m1_script2_ipadflat_confroom1_voicefixer.wav;163.19425;16000;154;3.482175;3.726583;4.1817656;3.106859912497256;3.3857472814663434;4.024384637728301;3.942695
1093;/Users/marius/Documents/Uni/TU_Berlin_Master/Masterarbeit/Data/allFiles/voicefixerOutput/f10_script2_ipadflat_office1_voicefixer.wav;181.037625;16000;172;3.632447;3.8425422;4.3482084;3.202531073660046;3.4534531200134118;4.108220753368871;3.8162808
1094;/Users/marius/Documents/Uni/TU_Berlin_Master/Masterarbeit/Data/allFiles/voicefixerOutput/m8_script1_ipadflat_confroom1_voicefixer.wav;178.927875;16000;169;3.4252057;3.6618025;4.2057786;3.0686066789928295;3.344968908575558;4.037924620430226;3.8113685
1095;/Users/marius/Documents/Uni/TU_Berlin_Master/Masterarbeit/Data/allFiles/voicefixerOutput/m9_script3_ipad_confroom2_voicefixer.wav;140.8970625;16000;131;3.620943;3.8247035;4.3641744;3.19480335515158;3.4422695502687453;4.116319222231617;3.9686244
1096;/Users/marius/Documents/Uni/TU_Berlin_Master/Masterarbeit/Data/allFiles/voicefixerOutput/f2_script3_ipadflat_office1_voicefixer.wav;166.038;16000;157;3.4661672;3.7221043;4.1540956;3.0953391272878856;3.3813587416995774;4.010267812600803;3.9883292
1097;/Users/marius/Documents/Uni/TU_Berlin_Master/Masterarbeit/Data/allFiles/voicefixerOutput/f10_script3_iphone_livingroom1_voicefixer.wav;175.2248125;16000;166;3.6392393;3.827993;4.3761744;3.207167196205474;3.445233399853915;4.121897703913192;3.7194571
1098;/Users/marius/Documents/Uni/TU_Berlin_Master/Masterarbeit/Data/allFiles/voicefixerOutput/m6_script2_iphone_balcony1_voicefixer.wav;170.545;16000;161;3.4222908;3.6723797;4.1919556;3.067249332311048;3.352032823181469;4.029223253672266;3.6356122
1099;/Users/marius/Documents/Uni/TU_Berlin_Master/Masterarbeit/Data/allFiles/voicefixerOutput/m7_script1_ipad_balcony1_voicefixer.wav;152.996625;16000;143;3.5489128;3.8147275;4.1932116;3.150102466835316;3.4386639180434324;4.028544403113866;3.8794193
1100;/Users/marius/Documents/Uni/TU_Berlin_Master/Masterarbeit/Data/allFiles/voicefixerOutput/f3_script3_iphone_balcony1_voicefixer.wav;179.140125;16000;170;3.6551964;3.8441982;4.3709407;3.216699960730775;3.4547209766015694;4.119097418012002;3.7671223
1101;/Users/marius/Documents/Uni/TU_Berlin_Master/Masterarbeit/Data/allFiles/voicefixerOutput/f3_script5_iphone_livingroom1_voicefixer.wav;159.863;16000;150;3.6514034;3.885545;4.336613;3.214187857953747;3.4778351707160438;4.103061686405274;3.7183073
1102;/Users/marius/Documents/Uni/TU_Berlin_Master/Masterarbeit/Data/allFiles/voicefixerOutput/m6_script2_ipad_office1_voicefixer.wav;170.545;16000;161;3.439406;3.7192068;4.17585;3.076965647306959;3.378875460216073;4.018552230362216;3.7232788
1103;/Users/marius/Documents/Uni/TU_Berlin_Master/Masterarbeit/Data/allFiles/voicefixerOutput/m5_script3_iphone_bedroom1_voicefixer.wav;179.0321875;16000;170;3.4313228;3.6962526;4.210285;3.073811023433424;3.3671930748856274;4.039142353781893;3.933316
1104;/Users/marius/Documents/Uni/TU_Berlin_Master/Masterarbeit/Data/allFiles/voicefixerOutput/f3_script4_ipad_balcony1_voicefixer.wav;146.7255;16000;137;3.587474;3.783405;4.30698;3.173263220502293;3.4180906334343417;4.0882521714322495;3.7632139
1105;/Users/marius/Documents/Uni/TU_Berlin_Master/Masterarbeit/Data/allFiles/voicefixerOutput/f10_script3_ipad_office2_voicefixer.wav;175.2248125;16000;166;3.6006172;3.84316;4.28737;3.181930797004423;3.453161904956533;4.078355684099318;3.6210306
1106;/Users/marius/Documents/Uni/TU_Berlin_Master/Masterarbeit/Data/allFiles/voicefixerOutput/m10_script2_ipad_confroom2_voicefixer.wav;224.20325;16000;215;3.5473866;3.7930734;4.2845144;3.148884129495697;3.424883005782244;4.077761416121972;3.915488
1107;/Users/marius/Documents/Uni/TU_Berlin_Master/Masterarbeit/Data/allFiles/voicefixerOutput/m10_script4_iphone_bedroom1_voicefixer.wav;174.3233125;16000;165;3.3614004;3.571519;4.282402;3.028642980657233;3.291018781968342;4.078248754338471;3.8691864
1108;/Users/marius/Documents/Uni/TU_Berlin_Master/Masterarbeit/Data/allFiles/voicefixerOutput/m5_script5_ipad_bedroom1_voicefixer.wav;160.1548125;16000;151;3.5896964;3.8187022;4.319291;3.1751926250117215;3.4393632635960643;4.09451112580393;4.0104523
1109;/Users/marius/Documents/Uni/TU_Berlin_Master/Masterarbeit/Data/allFiles/voicefixerOutput/f1_script5_ipad_confroom1_voicefixer.wav;153.799125;16000;144;3.7590559;3.9937596;4.367003;3.2814710745081936;3.5400342015073427;4.11753684869477;3.8762922
1110;/Users/marius/Documents/Uni/TU_Berlin_Master/Masterarbeit/Data/allFiles/voicefixerOutput/f8_script1_ipad_balcony1_voicefixer.wav;159.8021875;16000;150;3.6325955;3.8215024;4.381594;3.201543860713211;3.439888441830201;4.124063942186515;3.862863
1111;/Users/marius/Documents/Uni/TU_Berlin_Master/Masterarbeit/Data/allFiles/voicefixerOutput/f7_script2_iphone_livingroom1_voicefixer.wav;186.9564375;16000;177;3.447002;3.6485803;4.228452;3.084248253494606;3.338545182440607;4.049409099568424;3.5881793
1112;/Users/marius/Documents/Uni/TU_Berlin_Master/Masterarbeit/Data/allFiles/voicefixerOutput/f10_script3_ipad_balcony1_voicefixer.wav;175.2248125;16000;166;3.7044833;3.9153426;4.374856;3.2471013856512676;3.494901182008972;4.120398020596717;3.7585087
1113;/Users/marius/Documents/Uni/TU_Berlin_Master/Masterarbeit/Data/allFiles/voicefixerOutput/f6_script5_ipadflat_office1_voicefixer.wav;138.796;16000;129;3.2957256;3.5558074;4.1276073;2.9831917336789187;3.2804370114109567;3.9959020221782313;3.835124
1114;/Users/marius/Documents/Uni/TU_Berlin_Master/Masterarbeit/Data/allFiles/voicefixerOutput/f9_script3_iphone_bedroom1_voicefixer.wav;156.248;16000;147;3.5235524;3.7249472;4.287466;3.133222272264419;3.3838111792964596;4.079579249954852;3.796517
1115;/Users/marius/Documents/Uni/TU_Berlin_Master/Masterarbeit/Data/allFiles/voicefixerOutput/f1_script1_ipadflat_confroom1_voicefixer.wav;170.9685625;16000;161;3.8222578;4.0247707;4.450287;3.3194155607565157;3.5567178065810077;4.1556817252764064;3.953497
1116;/Users/marius/Documents/Uni/TU_Berlin_Master/Masterarbeit/Data/allFiles/voicefixerOutput/f8_script5_ipadflat_office1_voicefixer.wav;159.3325625;16000;150;3.3392777;3.580961;4.1374245;3.0121657990422745;3.294010074441295;4.0041060276124645;3.8360667
1117;/Users/marius/Documents/Uni/TU_Berlin_Master/Masterarbeit/Data/allFiles/voicefixerOutput/m9_script5_ipad_balcony1_voicefixer.wav;131.106625;16000;122;3.1669996;3.359707;4.177666;2.896773341735848;3.1549369243458694;4.024632719191967;3.7413073
1118;/Users/marius/Documents/Uni/TU_Berlin_Master/Masterarbeit/Data/allFiles/voicefixerOutput/f4_script5_ipad_office2_voicefixer.wav;146.4795625;16000;137;3.6389399;3.916328;4.196056;3.205437339365058;3.4961170997278272;4.025283304945602;3.8628292
1119;/Users/marius/Documents/Uni/TU_Berlin_Master/Masterarbeit/Data/allFiles/voicefixerOutput/f4_script1_ipad_bedroom1_voicefixer.wav;159.7529375;16000;150;3.7413065;3.9853933;4.3114853;3.2689556128743824;3.5336301985848673;4.0892518791046495;3.7973576
1120;/Users/marius/Documents/Uni/TU_Berlin_Master/Masterarbeit/Data/allFiles/voicefixerOutput/f2_script5_ipad_confroom1_voicefixer.wav;157.7105;16000;148;3.2773361;3.5463853;4.029327;2.9665072808326602;3.269411812762235;3.9375270951060104;3.7221591
1121;/Users/marius/Documents/Uni/TU_Berlin_Master/Masterarbeit/Data/allFiles/voicefixerOutput/m2_script4_ipad_office1_voicefixer.wav;135.4505625;16000;126;3.4526205;3.7245111;4.1545763;3.0863912392637984;3.383848352204206;4.005450768440724;3.7890613
1122;/Users/marius/Documents/Uni/TU_Berlin_Master/Masterarbeit/Data/allFiles/voicefixerOutput/m4_script3_ipad_livingroom1_voicefixer.wav;165.59175;16000;156;3.5384004;3.8035016;4.1883326;3.1427437714842554;3.4310840419430413;4.026954877868601;3.906487
1123;/Users/marius/Documents/Uni/TU_Berlin_Master/Masterarbeit/Data/allFiles/voicefixerOutput/f7_script3_ipadflat_confroom1_voicefixer.wav;178.778375;16000;169;3.2868528;3.522004;4.0642724;2.9781853710427795;3.259793739215662;3.962334623097323;3.5878122
1124;/Users/marius/Documents/Uni/TU_Berlin_Master/Masterarbeit/Data/allFiles/voicefixerOutput/f10_script4_iphone_balcony1_voicefixer.wav;142.7229375;16000;133;3.5448003;3.730782;4.3447566;3.147679548076866;3.3881812531768847;4.10778211921287;3.7403781
1125;/Users/marius/Documents/Uni/TU_Berlin_Master/Masterarbeit/Data/allFiles/voicefixerOutput/f2_script1_ipad_office2_voicefixer.wav;164.41325;16000;155;3.4928093;3.8274276;4.034544;3.1114416808054153;3.4434774209142187;3.9400021816993234;3.8926866
1126;/Users/marius/Documents/Uni/TU_Berlin_Master/Masterarbeit/Data/allFiles/voicefixerOutput/f10_script5_ipad_confroom1_voicefixer.wav;159.1293125;16000;150;3.6998446;3.9273653;4.3571334;3.2444984067210605;3.502101269918528;4.1130657400247985;3.857018
1127;/Users/marius/Documents/Uni/TU_Berlin_Master/Masterarbeit/Data/allFiles/voicefixerOutput/f10_script2_ipadflat_confroom1_voicefixer.wav;181.037625;16000;172;3.6861532;3.8766415;4.380221;3.23579854563708;3.472936623243855;4.123701813417983;3.8110247
1128;/Users/marius/Documents/Uni/TU_Berlin_Master/Masterarbeit/Data/allFiles/voicefixerOutput/f7_script4_ipad_confroom2_voicefixer.wav;142.205875;16000;133;3.5072954;3.8096607;4.0606484;3.1221670573383027;3.434259141693915;3.956987591656598;3.6509845
1129;/Users/marius/Documents/Uni/TU_Berlin_Master/Masterarbeit/Data/allFiles/voicefixerOutput/f3_script4_ipadflat_confroom1_voicefixer.wav;146.7255;16000;137;3.583328;3.7770717;4.3109145;3.1716452876042664;3.4154991257932243;4.091063963375326;3.6886942
